Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA
D1,21/04/12,Hoffenheim,Leverkusen,0,1,A,0,0,D,15,10,3,4,13,11,1,0,0,0,2.38,3.4,2.88,2.45,3.5,2.85
D1,21/04/12,Nurnberg,Hamburg,1,1,D,0,0,D,13,7,6,4,17,21,0,1,0,0,2.2,3.3,3.25,2.15,3.3,3.3
D1,21/04/12,Werder Bremen,Bayern Munich,1,2,A,0,0,D,16,15,4,6,15,11,0,0,0,0,3.2,3.4,2.2,3.2,3.3,2.2
D1,22/04/12,Augsburg,Schalke 04,1,1,D,1,1,D,15,5,6,2,14,20,4,3,0,0,3.2,3.4,2.2,3.2,3.4,2.25
D1,22/04/12,Hannover,Freiburg,0,0,D,0,0,D,17,11,5,3,14,17,1,1,0,0,1.83,3.5,4.2,1.87,3.6,3.9
D1,28/04/12,Bayern Munich,Stuttgart,2,0,H,1,0,H,15,9,6,5,12,14,1,1,0,0,1.7,3.75,4.75,1.75,3.9,4.5
D1,28/04/12,Freiburg,FC Koln,4,1,H,1,0,H,17,9,8,4,12,12,0,1,0,0,2.25,3.5,3.0,2.3,3.5,2.85
D1,28/04/12,Hamburg,Mainz,0,0,D,0,0,D,15,12,5,5,13,19,0,1,0,0,2.1,3.4,3.4,2.0,3.4,3.6
D1,28/04/12,Hoffenheim,Nurnberg,2,3,A,1,2,A,16,15,7,7,14,14,1,1,0,0,1.91,3.5,4.0,1.91,3.7,3.9
D1,28/04/12,Kaiserslautern,Dortmund,2,5,A,1,3,A,10,17,5,6,7,7,1,1,0,0,7.0,4.0,1.5,6.75,4.4,1.44
D1,28/04/12,Leverkusen,Hannover,1,0,H,0,0,D,13,10,4,2,13,12,1,0,0,0,1.83,3.6,4.2,1.9,3.6,3.75
D1,28/04/12,M'gladbach,Augsburg,0,0,D,0,0,D,12,8,5,1,10,15,0,2,0,0,1.73,3.75,4.5,1.75,3.7,4.4
D1,28/04/12,Schalke 04,Hertha,4,0,H,1,0,H,23,7,6,3,10,12,1,1,0,0,1.44,4.33,7.0,1.42,4.75,6.5
D1,28/04/12,Wolfsburg,Werder Bremen,3,1,H,1,1,D,13,11,10,6,25,13,2,3,0,0,2.1,3.5,3.3,2.05,3.75,3.4
D1,05/05/12,Augsburg,Hamburg,1,0,H,1,0,H,14,11,3,3,15,11,2,2,0,0,2.4,3.3,2.88,2.35,3.4,2.85
D1,05/05/12,Dortmund,Freiburg,4,0,H,4,0,H,14,8,6,2,10,6,0,1,0,0,1.3,5.25,9.5,1.3,5.25,9.0
D1,05/05/12,FC Koln,Bayern Munich,1,4,A,0,1,A,7,15,2,6,13,19,1,1,0,0,5.0,4.0,1.62,5.0,3.8,1.65
D1,05/05/12,Hannover,Kaiserslautern,2,1,H,1,1,D,25,11,6,4,12,11,2,1,0,0,1.33,5.0,9.0,1.31,5.0,9.25
D1,05/05/12,Hertha,Hoffenheim,3,1,H,1,0,H,16,10,7,3,27,14,2,2,0,1,1.95,3.6,3.6,2.0,3.75,3.3
D1,05/05/12,Mainz,M'gladbach,0,3,A,0,1,A,5,11,1,5,11,10,0,0,0,0,2.3,3.4,3.0,2.25,3.4,3.0
D1,05/05/12,Nurnberg,Leverkusen,1,4,A,0,2,A,12,4,5,4,8,10,2,2,0,0,2.5,3.3,2.8,2.5,3.4,2.65
D1,05/05/12,Stuttgart,Wolfsburg,3,2,H,0,1,A,15,13,5,3,15,20,2,0,0,0,1.91,3.75,3.6,1.88,3.75,3.7
D1,05/05/12,Werder Bremen,Schalke 04,2,3,A,1,1,D,19,16,4,5,11,13,2,1,0,0,2.5,3.4,2.7,2.5,3.6,2.55
D1,24/08/12,Dortmund,Werder Bremen,2,1,H,1,0,H,19,10,6,3,18,14,2,2,0,0,1.3,5.5,9.0,1.33,5.25,9.25
D1,25/08/12,Augsburg,Fortuna Dusseldorf,0,2,A,0,0,D,16,9,4,4,16,14,3,2,0,0,2.0,3.5,3.6,2.1,3.3,3.4
D1,25/08/12,Ein Frankfurt,Leverkusen,2,1,H,0,1,A,20,19,4,10,15,22,1,2,0,0,2.8,3.4,2.4,3.0,3.6,2.3
D1,25/08/12,Freiburg,Mainz,1,1,D,0,0,D,8,8,4,3,14,13,0,2,0,0,2.5,3.3,2.75,2.5,3.2,2.8
D1,25/08/12,Greuther Furth,Bayern Munich,0,3,A,0,1,A,6,19,2,9,21,13,2,2,0,0,8.5,4.75,1.36,9.25,4.6,1.34
D1,25/08/12,Hamburg,Nurnberg,0,1,A,0,0,D,11,18,5,8,16,20,4,2,0,0,2.05,3.4,3.5,2.1,3.3,3.4
D1,25/08/12,M'gladbach,Hoffenheim,2,1,H,1,0,H,7,14,3,8,9,6,2,0,0,0,1.91,3.4,4.0,2.0,3.3,4.0
D1,25/08/12,Stuttgart,Wolfsburg,0,1,A,0,0,D,10,13,5,3,16,23,1,0,0,0,2.0,3.5,3.6,2.05,3.6,3.5
D1,26/08/12,Hannover,Schalke 04,2,2,D,1,0,H,9,15,2,7,12,16,1,3,0,0,2.88,3.4,2.38,2.8,3.4,2.4
D1,31/08/12,Mainz,Greuther Furth,0,1,A,0,0,D,11,7,3,2,17,23,1,3,0,0,1.8,3.5,4.5,1.87,3.5,4.33
D1,01/09/12,Fortuna Dusseldorf,M'gladbach,0,0,D,0,0,D,5,13,0,4,15,23,3,2,0,0,2.9,3.3,2.4,3.0,3.3,2.3
D1,01/09/12,Hoffenheim,Ein Frankfurt,0,4,A,0,2,A,7,17,3,5,16,17,1,2,2,0,2.05,3.4,3.5,2.05,3.3,3.8
D1,01/09/12,Leverkusen,Freiburg,2,0,H,1,0,H,14,8,10,1,19,24,1,1,0,0,1.57,4.0,5.5,1.62,3.9,5.0
D1,01/09/12,Nurnberg,Dortmund,1,1,D,1,1,D,6,18,3,6,12,17,2,2,0,0,6.0,4.0,1.55,6.0,4.0,1.53
D1,01/09/12,Schalke 04,Augsburg,3,1,H,1,0,H,12,22,6,4,11,14,1,2,0,0,1.36,4.75,8.5,1.36,4.75,8.0
D1,01/09/12,Werder Bremen,Hamburg,2,0,H,0,0,D,16,11,9,4,7,20,0,1,0,0,1.73,3.75,4.5,1.78,3.75,4.5
D1,02/09/12,Bayern Munich,Stuttgart,6,1,H,3,1,H,16,7,13,4,13,8,1,1,0,1,1.25,6.0,11.0,1.28,5.5,9.25
D1,02/09/12,Wolfsburg,Hannover,0,4,A,0,2,A,5,16,1,7,24,20,2,1,1,0,1.95,3.5,3.75,2.0,3.7,3.6
D1,14/09/12,Augsburg,Wolfsburg,0,0,D,0,0,D,7,11,2,4,14,25,1,2,0,0,2.7,3.4,2.5,2.65,3.6,2.55
D1,15/09/12,Bayern Munich,Mainz,3,1,H,2,0,H,21,7,9,1,12,18,1,2,0,0,1.17,7.0,15.0,1.17,7.0,14.0
D1,15/09/12,Dortmund,Leverkusen,3,0,H,2,0,H,14,6,7,2,10,14,1,2,0,0,1.44,4.33,7.0,1.48,4.1,6.75
D1,15/09/12,Greuther Furth,Schalke 04,0,2,A,0,0,D,9,10,0,4,18,14,2,0,0,0,3.75,3.5,1.95,4.1,3.6,1.83
D1,15/09/12,Hannover,Werder Bremen,3,2,H,2,1,H,13,11,5,4,19,19,3,3,1,0,2.3,3.4,3.0,2.35,3.5,2.95
D1,15/09/12,M'gladbach,Nurnberg,2,3,A,1,2,A,14,11,6,3,12,17,2,2,0,0,2.0,3.4,3.75,1.87,3.5,4.0
D1,15/09/12,Stuttgart,Fortuna Dusseldorf,0,0,D,0,0,D,10,6,3,2,19,13,1,0,0,0,1.62,3.8,5.5,1.65,3.8,5.0
D1,16/09/12,Ein Frankfurt,Hamburg,3,2,H,2,1,H,17,14,6,7,15,19,0,1,0,1,2.0,3.4,3.75,2.0,3.7,3.6
D1,16/09/12,Freiburg,Hoffenheim,5,3,H,2,1,H,23,9,9,5,11,18,2,5,0,0,2.4,3.4,2.8,2.3,3.4,3.1
D1,21/09/12,Nurnberg,Ein Frankfurt,1,2,A,0,1,A,14,12,5,5,9,17,1,3,0,0,2.1,3.4,3.4,2.25,3.7,3.1
D1,22/09/12,Fortuna Dusseldorf,Freiburg,0,0,D,0,0,D,11,11,2,3,13,17,2,2,0,0,2.15,3.4,3.3,2.07,3.4,3.45
D1,22/09/12,Hamburg,Dortmund,3,2,H,1,0,H,7,28,3,12,20,11,3,1,0,0,5.25,4.2,1.57,5.5,3.8,1.6
D1,22/09/12,Mainz,Augsburg,2,0,H,2,0,H,11,11,5,3,23,17,0,2,0,0,1.73,3.6,4.75,1.75,3.6,4.5
D1,22/09/12,Schalke 04,Bayern Munich,0,2,A,0,0,D,14,13,5,5,14,18,2,0,0,0,4.0,3.4,1.91,3.8,3.4,1.95
D1,22/09/12,Wolfsburg,Greuther Furth,1,1,D,1,1,D,12,8,5,1,20,22,0,2,0,0,1.8,3.75,4.2,1.78,3.6,4.33
D1,23/09/12,Hoffenheim,Hannover,3,1,H,1,1,D,16,5,6,2,13,18,3,2,0,0,2.5,3.4,2.7,2.5,3.6,2.75
D1,23/09/12,Leverkusen,M'gladbach,1,1,D,1,1,D,31,5,9,1,13,12,0,4,0,0,1.91,3.6,3.8,2.05,3.6,3.6
D1,23/09/12,Werder Bremen,Stuttgart,2,2,D,2,0,H,11,13,6,2,17,13,4,0,1,1,1.91,3.6,3.75,2.0,3.6,3.8
D1,25/09/12,Bayern Munich,Wolfsburg,3,0,H,1,0,H,25,4,13,1,15,18,1,1,0,0,1.2,6.5,13.0,1.2,6.5,12.0
D1,25/09/12,Ein Frankfurt,Dortmund,3,3,D,0,2,A,14,9,5,7,13,15,2,1,0,0,4.2,3.75,1.8,3.9,3.7,1.83
D1,25/09/12,Greuther Furth,Fortuna Dusseldorf,0,2,A,0,2,A,11,10,3,5,22,15,2,2,0,0,2.15,3.25,3.5,2.1,3.4,3.7
D1,25/09/12,Schalke 04,Mainz,3,0,H,1,0,H,16,10,9,3,10,11,2,2,0,0,1.57,3.8,6.0,1.57,3.9,5.75
D1,26/09/12,Augsburg,Leverkusen,1,3,A,0,3,A,11,12,6,6,9,17,1,3,0,0,3.2,3.3,2.25,3.1,3.2,2.3
D1,26/09/12,Freiburg,Werder Bremen,1,2,A,1,0,H,18,5,7,3,15,24,2,4,0,0,2.5,3.4,2.7,2.7,3.6,2.55
D1,26/09/12,Hannover,Nurnberg,4,1,H,2,0,H,7,6,4,2,15,19,3,2,0,0,2.1,3.4,3.4,2.1,3.5,3.6
D1,26/09/12,M'gladbach,Hamburg,2,2,D,1,2,A,9,18,4,4,12,19,2,1,1,0,1.91,3.5,4.0,1.9,3.4,4.0
D1,26/09/12,Stuttgart,Hoffenheim,0,3,A,0,1,A,8,16,3,10,18,15,2,2,0,0,1.83,3.75,4.0,1.75,3.75,4.33
D1,28/09/12,Fortuna Dusseldorf,Schalke 04,2,2,D,0,2,A,7,14,2,6,10,9,1,1,0,0,4.33,3.5,1.83,4.6,3.5,1.85
D1,29/09/12,Dortmund,M'gladbach,5,0,H,2,0,H,17,9,8,3,10,8,0,1,0,0,1.36,4.5,9.0,1.4,4.75,7.0
D1,29/09/12,Hamburg,Hannover,1,0,H,1,0,H,10,14,4,5,25,12,3,1,0,0,2.3,3.4,3.0,2.35,3.6,2.95
D1,29/09/12,Hoffenheim,Augsburg,0,0,D,0,0,D,9,5,2,2,19,16,2,1,1,0,1.75,3.75,4.5,1.75,3.6,4.5
D1,29/09/12,Leverkusen,Greuther Furth,2,0,H,0,0,D,13,7,7,1,15,14,1,1,0,0,1.44,4.33,7.0,1.45,4.33,6.75
D1,29/09/12,Nurnberg,Stuttgart,0,2,A,0,1,A,13,9,3,5,19,28,0,2,0,0,2.3,3.4,3.0,2.2,3.5,3.0
D1,29/09/12,Werder Bremen,Bayern Munich,0,2,A,0,0,D,8,19,2,5,14,17,2,2,0,0,6.0,4.0,1.53,5.5,4.1,1.55
D1,30/09/12,Ein Frankfurt,Freiburg,2,1,H,0,0,D,8,12,4,5,17,17,1,3,0,1,1.75,3.75,4.5,1.75,3.5,4.75
D1,30/09/12,Wolfsburg,Mainz,0,2,A,0,2,A,19,7,5,3,18,18,3,3,0,0,2.1,3.4,3.4,2.2,3.5,3.3
D1,05/10/12,Augsburg,Werder Bremen,3,1,H,2,1,H,12,15,4,5,17,14,2,1,0,0,2.9,3.5,2.3,3.2,3.4,2.3
D1,06/10/12,Bayern Munich,Hoffenheim,2,0,H,1,0,H,13,4,2,1,14,20,0,3,0,0,1.14,7.5,17.0,1.15,7.5,15.0
D1,06/10/12,Freiburg,Nurnberg,3,0,H,1,0,H,18,11,7,4,17,17,3,3,0,0,2.1,3.5,3.3,2.2,3.5,3.3
D1,06/10/12,Greuther Furth,Hamburg,0,1,A,0,1,A,12,8,2,4,22,24,4,2,0,0,2.7,3.4,2.5,2.8,3.4,2.4
D1,06/10/12,Mainz,Fortuna Dusseldorf,1,0,H,0,0,D,13,7,3,4,22,13,4,2,0,1,1.83,3.5,4.33,1.9,3.4,4.0
D1,06/10/12,Schalke 04,Wolfsburg,3,0,H,1,0,H,13,5,5,4,14,19,1,0,0,0,1.4,4.5,8.0,1.42,4.5,7.0
D1,07/10/12,Hannover,Dortmund,1,1,D,0,1,A,14,12,6,3,19,17,4,0,0,0,5.0,3.75,1.67,4.6,3.75,1.7
D1,07/10/12,M'gladbach,Ein Frankfurt,2,0,H,2,0,H,6,12,3,3,18,19,4,0,0,0,2.25,3.5,3.0,2.4,3.6,2.9
D1,07/10/12,Stuttgart,Leverkusen,2,2,D,1,1,D,10,13,2,6,14,19,2,3,0,0,2.4,3.5,2.75,2.65,3.6,2.6
D1,19/10/12,Hoffenheim,Greuther Furth,3,3,D,1,1,D,19,16,11,8,15,21,0,5,0,0,1.83,3.6,4.2,1.91,3.5,4.33
D1,20/10/12,Dortmund,Schalke 04,1,2,A,0,1,A,8,7,4,4,18,14,2,3,0,0,1.62,4.0,5.0,1.75,3.8,5.0
D1,20/10/12,Ein Frankfurt,Hannover,3,1,H,2,1,H,15,14,7,4,18,17,2,4,0,0,2.1,3.5,3.3,2.2,3.7,3.2
D1,20/10/12,Fortuna Dusseldorf,Bayern Munich,0,5,A,0,2,A,2,24,1,14,18,13,3,1,0,0,11.0,5.0,1.29,9.25,4.75,1.33
D1,20/10/12,Leverkusen,Mainz,2,2,D,1,0,H,14,10,8,3,8,15,4,3,0,0,1.67,3.8,5.0,1.67,3.8,4.75
D1,20/10/12,Werder Bremen,M'gladbach,4,0,H,2,0,H,20,9,7,2,12,11,1,2,0,0,2.1,3.4,3.4,2.2,3.5,3.3
D1,20/10/12,Wolfsburg,Freiburg,0,2,A,0,1,A,9,8,2,5,23,14,1,2,0,0,2.25,3.4,3.1,2.2,3.4,3.1
D1,21/10/12,Hamburg,Stuttgart,0,1,A,0,1,A,18,21,8,6,21,13,0,2,0,0,2.25,3.4,3.1,2.35,3.6,2.95
D1,21/10/12,Nurnberg,Augsburg,0,0,D,0,0,D,8,10,2,4,24,22,4,3,0,0,2.0,3.5,3.6,2.0,3.4,3.6
D1,26/10/12,Augsburg,Hamburg,0,2,A,0,1,A,19,10,2,4,10,19,1,3,0,0,2.38,3.4,2.88,2.65,3.4,2.7
D1,27/10/12,Fortuna Dusseldorf,Wolfsburg,1,4,A,0,0,D,6,10,2,7,19,18,1,1,1,0,2.3,3.3,3.1,2.3,3.4,2.9
D1,27/10/12,Freiburg,Dortmund,0,2,A,0,0,D,6,17,2,6,19,18,2,3,0,0,5.5,3.75,1.62,5.5,4.0,1.65
D1,27/10/12,Greuther Furth,Werder Bremen,1,1,D,1,1,D,10,16,3,8,24,17,3,1,0,0,2.6,3.4,2.6,2.75,3.5,2.55
D1,27/10/12,Mainz,Hoffenheim,3,0,H,1,0,H,11,7,5,2,12,19,1,2,0,0,2.0,3.5,3.6,2.05,3.5,3.4
D1,27/10/12,Schalke 04,Nurnberg,1,0,H,0,0,D,17,10,8,2,12,15,0,3,0,0,1.3,5.5,9.0,1.31,5.5,10.5
D1,28/10/12,Bayern Munich,Leverkusen,1,2,A,0,1,A,23,5,6,5,15,17,3,1,0,0,1.22,6.0,13.0,1.22,6.35,11.0
D1,28/10/12,Hannover,M'gladbach,2,3,A,0,0,D,5,14,3,9,17,15,2,1,0,0,1.91,3.6,3.8,2.0,3.6,3.8
D1,28/10/12,Stuttgart,Ein Frankfurt,2,1,H,1,0,H,14,13,4,7,17,18,2,3,0,0,2.1,3.5,3.3,2.15,3.7,3.3
D1,02/11/12,Ein Frankfurt,Greuther Furth,1,1,D,1,0,H,7,12,4,8,15,26,2,2,0,0,1.6,4.0,5.25,1.67,3.8,5.75
D1,03/11/12,Dortmund,Stuttgart,0,0,D,0,0,D,20,12,7,3,9,19,0,4,0,0,1.33,5.0,9.0,1.4,5.0,8.0
D1,03/11/12,Hamburg,Bayern Munich,0,3,A,0,1,A,7,15,3,8,17,14,2,2,0,0,7.5,5.0,1.36,7.25,5.0,1.36
D1,03/11/12,Hannover,Augsburg,2,0,H,1,0,H,14,10,4,5,16,17,0,0,0,0,1.7,3.75,4.75,1.72,3.8,4.4
D1,03/11/12,Hoffenheim,Schalke 04,3,2,H,1,1,D,6,23,4,10,18,12,2,3,0,0,4.33,3.6,1.8,4.2,3.8,1.85
D1,03/11/12,M'gladbach,Freiburg,1,1,D,0,0,D,14,13,4,3,12,12,1,0,0,0,2.25,3.25,3.2,2.25,3.5,3.2
D1,03/11/12,Nurnberg,Wolfsburg,1,0,H,0,0,D,11,3,4,2,21,16,2,3,0,0,2.5,3.4,2.7,2.55,3.4,2.6
D1,04/11/12,Leverkusen,Fortuna Dusseldorf,3,2,H,2,1,H,18,14,10,3,13,18,0,2,1,0,1.44,4.33,7.0,1.44,4.2,7.25
D1,04/11/12,Werder Bremen,Mainz,2,1,H,1,0,H,17,13,4,4,11,14,1,3,0,0,2.0,3.5,3.6,2.05,3.6,3.6
D1,09/11/12,Mainz,Nurnberg,2,1,H,2,1,H,12,10,2,3,17,21,5,5,0,0,1.8,3.5,4.5,1.83,3.6,4.6
D1,10/11/12,Augsburg,Dortmund,1,3,A,0,1,A,16,16,8,4,12,13,2,2,0,0,6.5,4.1,1.5,6.5,4.0,1.5
D1,10/11/12,Bayern Munich,Ein Frankfurt,2,0,H,1,0,H,19,13,12,2,11,12,0,3,0,0,1.17,7.0,16.0,1.18,7.25,12.0
D1,10/11/12,Fortuna Dusseldorf,Hoffenheim,1,1,D,1,1,D,11,4,3,1,17,18,1,1,0,1,2.75,3.3,2.5,2.65,3.4,2.5
D1,10/11/12,Freiburg,Hamburg,0,0,D,0,0,D,16,9,3,4,19,20,2,3,0,1,2.0,3.5,3.6,2.05,3.6,3.3
D1,10/11/12,Schalke 04,Werder Bremen,2,1,H,0,1,A,5,9,4,3,18,15,1,1,0,0,1.44,4.5,7.0,1.55,4.33,6.25
D1,11/11/12,Greuther Furth,M'gladbach,2,4,A,2,1,H,11,10,3,7,15,13,2,0,2,0,2.6,3.25,2.7,2.65,3.4,2.7
D1,11/11/12,Stuttgart,Hannover,2,4,A,2,0,H,13,10,8,4,21,17,2,3,0,0,2.0,3.5,3.6,2.0,3.5,3.5
D1,11/11/12,Wolfsburg,Leverkusen,3,1,H,3,0,H,12,9,6,4,8,17,1,3,0,0,3.1,3.5,2.2,3.2,3.7,2.2
D1,17/11/12,Dortmund,Greuther Furth,3,1,H,3,1,H,15,5,6,2,7,10,2,2,0,0,1.17,7.0,15.0,1.17,7.25,13.0
D1,17/11/12,Ein Frankfurt,Augsburg,4,2,H,2,1,H,19,7,4,2,16,19,1,3,0,0,1.73,3.75,4.5,1.7,3.7,4.75
D1,17/11/12,Hamburg,Mainz,1,0,H,0,0,D,10,14,4,3,20,11,2,1,0,0,2.4,3.4,2.8,2.3,3.5,3.1
D1,17/11/12,Hannover,Freiburg,1,2,A,1,1,D,15,21,5,8,12,15,2,1,0,0,2.1,3.4,3.4,1.95,3.5,3.7
D1,17/11/12,Leverkusen,Schalke 04,2,0,H,1,0,H,18,8,7,3,6,13,1,2,0,1,2.63,3.5,2.5,2.65,3.6,2.6
D1,17/11/12,M'gladbach,Stuttgart,1,2,A,1,1,D,12,13,5,6,17,16,3,4,0,0,2.38,3.4,2.88,2.55,3.5,2.75
D1,17/11/12,Nurnberg,Bayern Munich,1,1,D,0,1,A,7,7,2,4,13,25,3,2,1,0,10.0,5.5,1.29,10.0,5.25,1.28
D1,18/11/12,Hoffenheim,Wolfsburg,1,3,A,0,2,A,25,8,7,4,12,14,2,1,0,0,2.25,3.4,3.1,2.3,3.5,3.1
D1,18/11/12,Werder Bremen,Fortuna Dusseldorf,2,1,H,0,1,A,22,4,6,3,21,15,3,3,1,0,1.53,4.1,6.0,1.53,4.1,5.75
D1,23/11/12,Fortuna Dusseldorf,Hamburg,2,0,H,1,0,H,11,13,3,4,18,13,2,3,0,0,3.0,3.25,2.38,2.9,3.4,2.3
D1,24/11/12,Bayern Munich,Hannover,5,0,H,3,0,H,19,8,14,5,14,16,2,3,0,0,1.17,7.0,15.0,1.17,7.25,13.0
D1,24/11/12,Greuther Furth,Nurnberg,0,0,D,0,0,D,5,3,1,0,23,20,2,2,1,1,2.5,3.3,2.75,2.35,3.4,2.85
D1,24/11/12,Mainz,Dortmund,1,2,A,1,2,A,10,12,3,5,19,8,4,0,0,0,5.5,3.75,1.62,5.5,3.7,1.62
D1,24/11/12,Schalke 04,Ein Frankfurt,1,1,D,1,1,D,18,11,4,2,12,13,1,1,0,1,1.5,4.33,6.0,1.5,4.5,5.5
D1,24/11/12,Wolfsburg,Werder Bremen,1,1,D,0,1,A,14,12,5,2,17,16,2,2,0,1,2.25,3.4,3.1,2.25,3.5,2.95
D1,25/11/12,Augsburg,M'gladbach,1,1,D,1,0,H,13,9,1,3,19,10,1,2,0,0,2.38,3.25,3.0,2.3,3.4,2.95
D1,25/11/12,Freiburg,Stuttgart,3,0,H,1,0,H,26,10,11,2,12,19,2,3,0,0,2.2,3.5,3.1,2.3,3.5,2.85
D1,25/11/12,Hoffenheim,Leverkusen,1,2,A,0,2,A,24,8,5,4,12,18,1,2,0,0,3.1,3.4,2.25,3.2,3.4,2.15
D1,27/11/12,Dortmund,Fortuna Dusseldorf,1,1,D,1,0,H,22,5,7,1,5,16,1,1,0,1,1.13,8.0,19.0,1.15,7.25,16.0
D1,27/11/12,Ein Frankfurt,Mainz,1,3,A,0,2,A,11,10,6,5,20,16,2,1,0,1,2.1,3.4,3.4,2.0,3.4,3.6
D1,27/11/12,Hamburg,Schalke 04,3,1,H,0,0,D,19,20,6,8,12,9,2,1,0,0,4.5,3.5,1.8,4.5,3.5,1.78
D1,27/11/12,Hannover,Greuther Furth,2,0,H,1,0,H,12,11,5,3,20,21,1,1,0,0,1.62,4.0,5.0,1.67,3.8,4.75
D1,28/11/12,Freiburg,Bayern Munich,0,2,A,0,1,A,10,12,4,6,9,18,1,1,1,0,8.0,4.75,1.36,7.75,5.0,1.35
D1,28/11/12,M'gladbach,Wolfsburg,2,0,H,2,0,H,12,17,6,6,11,16,1,2,0,0,2.38,3.4,2.88,2.4,3.4,2.8
D1,28/11/12,Nurnberg,Hoffenheim,4,2,H,2,1,H,14,15,6,5,24,22,1,4,0,0,2.3,3.4,3.0,2.35,3.25,2.95
D1,28/11/12,Stuttgart,Augsburg,2,1,H,1,1,D,10,16,3,8,14,17,1,1,0,0,1.6,4.0,5.25,1.62,4.0,5.0
D1,28/11/12,Werder Bremen,Leverkusen,1,4,A,0,1,A,17,9,5,5,20,15,3,1,0,0,2.6,3.5,2.55,2.6,3.3,2.6
D1,30/11/12,Fortuna Dusseldorf,Ein Frankfurt,4,0,H,2,0,H,13,7,6,2,9,14,2,2,0,1,2.88,3.4,2.38,2.85,3.3,2.4
D1,01/12/12,Augsburg,Freiburg,1,1,D,1,1,D,14,10,4,3,20,16,3,4,0,0,2.5,3.3,2.75,2.5,3.3,2.7
D1,01/12/12,Bayern Munich,Dortmund,1,1,D,0,0,D,14,12,5,5,14,17,0,0,0,0,1.75,3.8,4.33,1.8,3.7,4.1
D1,01/12/12,Greuther Furth,Stuttgart,0,1,A,0,1,A,17,10,5,7,19,14,5,4,0,1,3.0,3.4,2.3,2.9,3.4,2.3
D1,01/12/12,Leverkusen,Nurnberg,1,0,H,1,0,H,22,8,8,2,17,17,2,2,0,0,1.5,4.33,6.0,1.45,4.6,6.0
D1,01/12/12,Mainz,Hannover,2,1,H,1,1,D,13,14,3,3,13,17,2,3,1,0,2.0,3.5,3.6,2.0,3.5,3.5
D1,01/12/12,Schalke 04,M'gladbach,1,1,D,0,0,D,22,5,6,1,17,12,1,3,0,0,1.44,4.5,6.5,1.48,4.5,5.75
D1,02/12/12,Hoffenheim,Werder Bremen,1,4,A,0,2,A,9,12,3,6,18,14,3,1,0,0,2.6,3.3,2.63,2.55,3.4,2.6
D1,02/12/12,Wolfsburg,Hamburg,1,1,D,0,1,A,22,9,5,3,13,17,1,3,0,0,1.91,3.6,3.75,1.95,3.5,3.7
D1,07/12/12,Hamburg,Hoffenheim,2,0,H,1,0,H,10,14,4,3,16,9,1,1,0,0,2.0,3.5,3.75,2.0,3.5,3.5
D1,08/12/12,Augsburg,Bayern Munich,0,2,A,0,1,A,14,18,3,6,11,11,0,0,0,0,10.0,5.5,1.29,9.25,5.5,1.28
D1,08/12/12,Dortmund,Wolfsburg,2,3,A,1,2,A,20,6,10,4,13,19,3,3,1,0,1.29,5.5,10.0,1.28,5.75,8.75
D1,08/12/12,Ein Frankfurt,Werder Bremen,4,1,H,0,0,D,18,12,7,6,17,21,4,2,0,0,2.4,3.5,2.8,2.4,3.5,2.7
D1,08/12/12,Freiburg,Greuther Furth,1,0,H,1,0,H,11,9,3,1,16,21,2,4,0,0,1.7,3.6,5.0,1.7,3.5,5.0
D1,08/12/12,Nurnberg,Fortuna Dusseldorf,2,0,H,1,0,H,13,8,5,1,15,19,1,6,0,0,1.91,3.3,4.2,1.9,3.4,4.0
D1,08/12/12,Stuttgart,Schalke 04,3,1,H,2,1,H,13,13,7,3,24,17,4,1,1,1,3.1,3.4,2.25,2.8,3.4,2.4
D1,09/12/12,Hannover,Leverkusen,3,2,H,1,1,D,8,13,5,4,11,15,0,3,0,0,2.8,3.5,2.4,2.8,3.5,2.35
D1,09/12/12,M'gladbach,Mainz,2,0,H,0,0,D,10,14,2,4,11,12,2,2,0,0,2.4,3.3,2.9,2.35,3.3,2.9
D1,14/12/12,Bayern Munich,M'gladbach,1,1,D,0,1,A,26,5,10,1,13,18,1,2,0,0,1.14,7.5,17.0,1.18,7.25,12.0
D1,15/12/12,Fortuna Dusseldorf,Hannover,2,1,H,1,0,H,10,13,5,5,10,16,2,3,0,0,2.75,3.3,2.5,2.7,3.3,2.5
D1,15/12/12,Greuther Furth,Augsburg,1,1,D,0,1,A,12,7,7,5,18,25,0,4,1,1,2.38,3.2,3.0,2.4,3.2,2.95
D1,15/12/12,Leverkusen,Hamburg,3,0,H,2,0,H,18,16,6,4,10,14,1,2,0,0,1.6,4.0,5.25,1.57,3.9,5.75
D1,15/12/12,Mainz,Stuttgart,3,1,H,0,0,D,16,7,10,2,16,17,3,2,0,0,2.25,3.4,3.1,2.25,3.4,3.0
D1,15/12/12,Schalke 04,Freiburg,1,3,A,1,2,A,16,15,4,5,17,12,1,0,1,1,1.67,3.75,5.0,1.62,3.8,5.25
D1,15/12/12,Wolfsburg,Ein Frankfurt,0,2,A,0,2,A,7,18,3,6,23,15,2,1,1,0,2.1,3.5,3.3,2.05,3.6,3.25
