Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA
D1,04/05/08,Duisburg,Leverkusen,3,2,H,2,1,H,17,11,6,3,18,20,3,2,0,0,3.3,3.25,2.2,2.95,3.3,2.2
D1,04/05/08,Wolfsburg,Bayern Munich,0,0,D,0,0,D,23,6,3,0,17,15,1,2,0,0,3.3,3.25,2.2,3.25,3.2,2.1
D1,06/05/08,Bochum,Schalke 04,0,3,A,0,1,A,7,11,1,4,22,12,2,1,0,0,4.0,3.3,1.85,3.75,3.25,1.9
D1,06/05/08,Dortmund,Stuttgart,3,2,H,1,0,H,11,15,4,6,23,13,3,5,0,0,3.1,3.3,2.2,2.8,3.25,2.3
D1,06/05/08,Hannover,Hansa Rostock,3,0,H,1,0,H,20,13,11,2,18,15,1,3,0,0,1.9,3.3,4.0,1.85,3.5,3.65
D1,06/05/08,Karlsruhe,Cottbus,1,1,D,0,0,D,15,15,3,3,18,34,2,5,0,0,2.25,3.3,3.2,2.15,3.2,3.1
D1,07/05/08,Bayern Munich,Bielefeld,2,0,H,1,0,H,13,11,6,1,8,9,0,1,0,0,1.4,4.5,8.0,1.35,4.35,7.75
D1,07/05/08,Ein Frankfurt,Wolfsburg,2,3,A,1,2,A,15,15,4,6,8,25,1,2,0,0,2.3,3.25,3.1,2.3,3.2,2.85
D1,07/05/08,Hamburg,Werder Bremen,0,1,A,0,0,D,16,6,3,3,17,28,2,5,0,2,2.4,3.3,2.87,2.55,3.2,2.55
D1,07/05/08,Leverkusen,Hertha,1,2,A,0,1,A,16,7,5,4,12,8,1,1,1,0,1.53,3.8,6.5,1.55,3.65,5.55
D1,07/05/08,Nurnberg,Duisburg,2,0,H,2,0,H,17,8,7,3,17,21,0,4,0,0,1.75,3.6,4.75,1.8,3.4,4.0
D1,10/05/08,Bielefeld,Dortmund,2,2,D,2,1,H,11,15,2,4,14,20,2,2,0,1,1.7,3.75,4.75,1.85,3.4,3.7
D1,10/05/08,Cottbus,Hamburg,2,0,H,1,0,H,5,28,3,6,19,18,1,0,0,0,3.1,3.3,2.25,2.8,3.25,2.3
D1,10/05/08,Duisburg,Bayern Munich,2,3,A,0,3,A,16,17,3,10,23,8,1,1,0,0,3.6,3.5,2.0,3.7,3.45,1.85
D1,10/05/08,Hansa Rostock,Leverkusen,1,2,A,0,1,A,17,17,6,6,17,35,2,2,0,1,4.2,3.5,1.83,3.6,3.4,1.9
D1,10/05/08,Hertha,Nurnberg,1,0,H,0,0,D,8,19,2,2,18,16,0,1,0,0,3.1,3.3,2.25,2.65,3.4,2.35
D1,10/05/08,Karlsruhe,Bochum,1,3,A,0,1,A,23,11,8,5,11,17,0,2,0,0,2.15,3.3,3.4,2.0,3.2,3.5
D1,10/05/08,Schalke 04,Ein Frankfurt,1,0,H,0,0,D,14,6,5,1,18,15,2,2,0,0,1.28,5.25,10.0,1.3,4.9,7.9
D1,10/05/08,Werder Bremen,Hannover,6,1,H,2,0,H,17,12,11,4,10,17,0,5,0,0,1.36,4.5,9.0,1.4,4.25,6.65
D1,10/05/08,Wolfsburg,Stuttgart,4,0,H,2,0,H,21,14,12,6,25,13,2,2,0,1,2.5,3.3,2.75,2.55,3.2,2.55
D1,17/05/08,Bayern Munich,Hertha,4,1,H,3,0,H,17,12,10,3,11,13,0,0,0,0,1.4,4.5,8.0,1.35,4.35,7.75
D1,17/05/08,Bochum,Hansa Rostock,1,2,A,1,1,D,11,17,5,8,17,13,0,2,0,0,1.53,4.0,6.0,1.5,3.75,6.0
D1,17/05/08,Dortmund,Wolfsburg,2,4,A,1,2,A,16,14,4,10,12,14,2,2,0,0,3.4,3.5,2.05,3.25,3.45,2.0
D1,17/05/08,Ein Frankfurt,Duisburg,4,2,H,3,0,H,15,15,8,5,19,19,0,1,0,0,1.57,4.0,5.5,1.5,3.75,6.0
D1,17/05/08,Hamburg,Karlsruhe,7,0,H,3,0,H,20,11,11,4,11,15,1,0,0,0,1.36,4.75,8.5,1.35,4.35,7.75
D1,17/05/08,Hannover,Cottbus,4,0,H,2,0,H,20,5,6,1,18,16,2,1,0,0,1.66,3.75,5.0,1.65,3.45,4.9
D1,17/05/08,Leverkusen,Werder Bremen,0,1,A,0,0,D,13,10,2,1,16,22,3,2,0,0,2.5,3.5,2.62,2.65,3.2,2.45
D1,17/05/08,Nurnberg,Schalke 04,0,2,A,0,1,A,25,8,5,3,18,12,4,1,0,0,2.4,3.75,2.62,2.45,3.65,2.4
D1,17/05/08,Stuttgart,Bielefeld,2,2,D,0,1,A,16,7,6,3,16,13,3,0,0,0,1.55,4.2,5.5,1.45,4.5,5.35
D1,15/08/08,Bayern Munich,Hamburg,2,2,D,2,1,H,16,13,3,3,16,26,1,4,0,0,1.57,3.8,6.0,1.55,3.7,5.45
D1,16/08/08,Bielefeld,Werder Bremen,2,2,D,0,0,D,13,17,5,5,18,13,2,2,0,0,4.5,3.5,1.8,4.0,3.4,1.8
D1,16/08/08,Cottbus,Hoffenheim,0,3,A,0,1,A,14,17,1,8,21,32,2,2,0,0,2.4,3.3,2.9,2.55,3.2,2.55
D1,16/08/08,Karlsruhe,Bochum,1,0,H,1,0,H,16,12,3,1,20,22,2,4,0,0,2.2,3.3,3.25,2.1,3.25,3.2
D1,16/08/08,Leverkusen,Dortmund,2,3,A,1,2,A,19,11,9,4,13,20,3,2,0,0,2.05,3.3,3.6,2.05,3.25,3.3
D1,16/08/08,Schalke 04,Hannover,3,0,H,2,0,H,11,11,5,4,19,17,1,2,0,0,1.57,3.8,6.0,1.6,3.65,5.0
D1,16/08/08,Wolfsburg,FC Koln,2,1,H,0,1,A,17,4,9,2,10,13,0,2,0,0,1.62,3.6,6.0,1.55,3.75,5.4
D1,17/08/08,Ein Frankfurt,Hertha,0,2,A,0,1,A,18,5,1,4,7,19,0,1,0,0,2.35,3.3,3.0,2.35,3.15,2.8
D1,17/08/08,M'gladbach,Stuttgart,1,3,A,0,3,A,14,20,6,6,20,15,3,2,0,0,2.75,3.3,2.5,2.55,3.2,2.55
D1,22/08/08,Hannover,Cottbus,0,0,D,0,0,D,13,6,6,4,17,25,4,3,0,1,1.62,3.6,6.0,1.6,3.6,5.1
D1,23/08/08,Dortmund,Bayern Munich,1,1,D,1,0,H,16,16,6,3,24,17,2,3,0,1,3.4,3.25,2.15,3.2,3.25,2.1
D1,23/08/08,Hamburg,Karlsruhe,2,1,H,1,0,H,12,10,3,5,17,18,2,3,0,0,1.4,4.33,8.5,1.4,4.15,7.0
D1,23/08/08,Hertha,Bielefeld,1,1,D,1,1,D,27,6,5,2,8,19,1,3,0,0,1.67,3.6,5.5,1.6,3.6,5.1
D1,23/08/08,Hoffenheim,M'gladbach,1,0,H,1,0,H,24,7,10,2,17,27,1,4,0,0,2.05,3.3,3.6,1.85,3.3,3.9
D1,23/08/08,Stuttgart,Leverkusen,0,2,A,0,1,A,9,16,1,7,10,23,1,4,0,0,1.91,3.4,4.0,1.95,3.3,3.55
D1,23/08/08,Werder Bremen,Schalke 04,1,1,D,0,0,D,15,14,7,5,17,12,0,1,0,0,2.0,3.3,3.8,2.0,3.25,3.4
D1,24/08/08,Bochum,Wolfsburg,2,2,D,1,0,H,9,18,3,6,22,22,2,5,0,0,2.88,3.3,2.4,3.0,3.2,2.2
D1,24/08/08,FC Koln,Ein Frankfurt,1,1,D,1,0,H,7,9,2,1,20,19,4,2,0,0,2.25,3.3,3.1,2.2,3.2,3.0
D1,29/08/08,Karlsruhe,FC Koln,0,2,A,0,0,D,12,10,2,3,13,14,1,0,0,0,2.1,3.3,3.5,2.1,3.2,3.2
D1,30/08/08,Bielefeld,Hamburg,2,4,A,2,1,H,14,19,7,5,13,21,2,2,0,0,3.8,3.3,2.0,3.45,3.25,2.0
D1,30/08/08,Cottbus,Dortmund,0,1,A,0,1,A,13,15,1,4,20,15,1,1,0,0,3.5,3.3,2.1,3.7,3.3,1.9
D1,30/08/08,Leverkusen,Hoffenheim,5,2,H,3,1,H,16,12,8,3,14,22,0,2,0,0,1.73,3.75,4.5,1.8,3.4,4.0
D1,30/08/08,M'gladbach,Werder Bremen,3,2,H,2,0,H,13,25,6,14,16,14,2,4,0,0,4.33,3.5,1.83,3.9,3.3,1.85
D1,30/08/08,Schalke 04,Bochum,1,0,H,1,0,H,20,10,6,2,11,27,0,1,0,1,1.4,4.33,8.5,1.4,4.0,7.4
D1,30/08/08,Wolfsburg,Ein Frankfurt,2,2,D,1,1,D,15,14,4,4,28,20,2,2,0,0,1.67,3.6,5.25,1.6,3.65,5.0
D1,31/08/08,Bayern Munich,Hertha,4,1,H,1,0,H,19,9,8,3,19,16,0,3,0,0,1.36,4.5,9.0,1.4,4.1,7.1
D1,31/08/08,Stuttgart,Hannover,2,0,H,2,0,H,14,12,7,5,13,19,1,1,0,0,1.8,3.5,4.5,1.7,3.5,4.45
D1,13/09/08,Dortmund,Schalke 04,3,3,D,0,2,A,17,9,6,4,21,19,3,1,0,2,2.6,3.25,2.7,2.45,3.2,2.65
D1,13/09/08,FC Koln,Bayern Munich,0,3,A,0,0,D,7,11,2,4,13,19,1,0,0,0,5.5,3.8,1.62,5.25,3.5,1.6
D1,13/09/08,Hamburg,Leverkusen,3,2,H,1,2,A,16,11,5,2,11,20,2,1,0,1,2.05,3.4,3.6,1.95,3.25,3.6
D1,13/09/08,Hertha,Wolfsburg,2,2,D,0,1,A,13,13,5,5,17,17,2,0,0,0,2.3,3.3,3.1,2.3,3.2,2.85
D1,13/09/08,Hoffenheim,Stuttgart,0,0,D,0,0,D,18,16,6,4,16,24,4,4,0,0,3.0,3.3,2.38,2.75,3.2,2.4
D1,13/09/08,Werder Bremen,Cottbus,3,0,H,0,0,D,25,6,8,2,17,31,0,2,0,0,1.29,5.0,11.0,1.25,5.5,8.5
D1,14/09/08,Bochum,Bielefeld,2,0,H,2,0,H,18,11,6,2,22,16,2,0,0,0,1.91,3.4,4.0,1.9,3.25,3.75
D1,14/09/08,Hannover,M'gladbach,5,1,H,2,0,H,15,9,7,5,16,16,3,4,0,0,2.0,3.4,3.75,1.85,3.4,3.75
D1,19/09/08,Leverkusen,Hannover,4,0,H,2,0,H,20,4,12,0,17,12,0,3,0,0,1.67,3.6,5.25,1.65,3.5,4.8
D1,20/09/08,Bayern Munich,Werder Bremen,2,5,A,0,2,A,22,10,7,5,18,17,1,2,0,0,1.73,3.5,5.0,1.6,3.6,5.1
D1,20/09/08,Bielefeld,FC Koln,2,0,H,0,0,D,14,9,5,1,14,24,0,3,0,0,2.3,3.3,3.1,2.25,3.2,2.9
D1,20/09/08,Cottbus,Bochum,1,1,D,1,0,H,8,14,4,7,22,26,2,4,0,0,2.4,3.3,2.9,2.3,3.25,2.8
D1,20/09/08,M'gladbach,Hertha,0,1,A,0,1,A,15,11,4,4,12,20,0,2,0,0,2.4,3.3,2.9,2.4,3.2,2.7
D1,20/09/08,Schalke 04,Ein Frankfurt,1,0,H,1,0,H,22,8,6,3,17,17,0,3,0,1,1.44,4.2,7.5,1.45,3.9,6.5
D1,21/09/08,Hoffenheim,Dortmund,4,1,H,2,0,H,18,10,10,3,15,23,0,1,0,0,2.5,3.25,2.8,2.55,3.2,2.55
D1,21/09/08,Stuttgart,Karlsruhe,3,1,H,1,1,D,15,8,7,1,18,19,2,3,0,0,1.57,3.8,6.0,1.5,3.8,5.85
D1,21/09/08,Wolfsburg,Hamburg,3,0,H,3,0,H,6,11,4,1,20,23,2,3,0,0,2.4,3.3,2.9,2.4,3.2,2.7
D1,26/09/08,FC Koln,Schalke 04,1,0,H,1,0,H,19,6,7,0,15,17,2,3,0,0,4.75,3.75,1.73,4.05,3.35,1.8
D1,27/09/08,Bochum,Leverkusen,2,3,A,0,2,A,25,17,12,8,20,16,3,0,1,0,3.5,3.3,2.1,3.35,3.2,2.05
D1,27/09/08,Dortmund,Stuttgart,3,0,H,2,0,H,14,19,6,4,15,12,1,3,0,0,2.38,3.3,2.9,2.25,3.2,2.9
D1,27/09/08,Hamburg,M'gladbach,1,0,H,1,0,H,10,5,3,0,14,22,1,2,0,0,1.44,4.2,7.5,1.4,4.15,7.0
D1,27/09/08,Hannover,Bayern Munich,1,0,H,1,0,H,9,13,4,2,27,20,0,1,0,0,7.0,3.8,1.5,6.4,3.8,1.47
D1,27/09/08,Hertha,Cottbus,0,1,A,0,1,A,19,9,8,4,18,21,1,3,0,0,1.57,3.75,6.0,1.55,3.6,5.65
D1,27/09/08,Werder Bremen,Hoffenheim,5,4,H,4,2,H,15,21,7,7,23,19,0,1,1,0,1.44,4.33,7.0,1.45,4.1,6.0
D1,28/09/08,Ein Frankfurt,Bielefeld,1,1,D,0,1,A,18,6,9,2,19,14,3,1,0,0,1.95,3.3,4.0,1.8,3.3,4.15
D1,28/09/08,Karlsruhe,Wolfsburg,2,1,H,0,0,D,9,19,2,5,20,17,2,1,0,1,3.1,3.3,2.3,2.9,3.2,2.25
D1,03/10/08,Bielefeld,Karlsruhe,1,2,A,0,1,A,14,14,4,8,17,18,2,2,0,0,2.25,3.25,3.2,2.15,3.25,3.05
D1,04/10/08,Bayern Munich,Bochum,3,3,D,2,1,H,22,11,8,7,13,18,2,3,0,0,1.25,5.5,12.0,1.2,6.0,10.0
D1,04/10/08,Hoffenheim,Ein Frankfurt,2,1,H,0,0,D,15,10,6,5,23,26,1,3,0,0,1.7,3.6,4.75,1.6,3.65,5.0
D1,04/10/08,Leverkusen,Hertha,0,1,A,0,0,D,27,6,13,3,13,18,1,2,0,0,1.62,3.6,6.0,1.57,3.55,5.5
D1,04/10/08,M'gladbach,FC Koln,1,2,A,1,1,D,13,21,4,7,24,14,3,1,0,0,2.25,3.3,3.2,2.15,3.25,3.05
D1,04/10/08,Stuttgart,Werder Bremen,4,1,H,2,0,H,20,14,7,3,12,21,3,4,0,0,2.5,3.4,2.7,2.5,3.25,2.55
D1,05/10/08,Cottbus,Hamburg,1,2,A,0,0,D,9,25,4,9,20,14,2,3,0,0,3.75,3.4,2.0,3.45,3.25,2.0
D1,05/10/08,Dortmund,Hannover,1,1,D,1,1,D,16,11,5,1,9,17,2,1,0,0,1.85,3.5,4.33,1.7,3.55,4.35
D1,05/10/08,Schalke 04,Wolfsburg,2,2,D,1,0,H,17,12,8,4,16,13,4,2,0,1,1.8,3.5,4.5,1.8,3.3,4.1
D1,17/10/08,Bochum,M'gladbach,2,2,D,0,1,A,15,9,5,4,17,16,4,3,0,0,1.91,3.4,4.0,1.95,3.3,3.5
D1,18/10/08,Ein Frankfurt,Leverkusen,0,2,A,0,1,A,13,14,3,7,20,23,2,5,0,0,3.6,3.4,2.0,3.3,3.25,2.05
D1,18/10/08,FC Koln,Cottbus,1,0,H,1,0,H,26,6,8,1,19,19,2,2,0,1,1.91,3.3,4.2,1.8,3.35,4.05
D1,18/10/08,Hannover,Hoffenheim,2,5,A,0,1,A,11,20,4,9,19,20,1,2,1,0,2.35,3.4,2.88,2.4,3.25,2.65
D1,18/10/08,Hertha,Stuttgart,2,1,H,1,0,H,14,17,5,4,17,11,2,1,0,0,2.5,3.3,2.75,2.4,3.2,2.7
D1,18/10/08,Karlsruhe,Bayern Munich,0,1,A,0,0,D,9,16,2,5,21,18,3,2,0,0,5.5,3.75,1.62,5.55,3.65,1.55
D1,18/10/08,Werder Bremen,Dortmund,3,3,D,0,0,D,20,9,5,4,17,19,3,2,0,0,1.73,3.6,4.75,1.7,3.4,4.6
D1,18/10/08,Wolfsburg,Bielefeld,4,1,H,2,0,H,16,8,7,4,15,12,0,2,0,0,1.5,4.0,6.75,1.4,4.0,7.4
D1,19/10/08,Hamburg,Schalke 04,1,1,D,1,0,H,13,8,5,4,26,20,3,2,0,0,2.25,3.25,3.2,2.2,3.2,3.0
D1,22/10/08,Ein Frankfurt,Karlsruhe,2,1,H,0,0,D,13,10,3,3,17,14,3,1,0,0,2.1,3.3,3.5,2.0,3.25,3.45
D1,24/10/08,Leverkusen,FC Koln,2,0,H,0,0,D,11,13,5,3,22,19,1,5,0,0,1.53,4.0,6.5,1.5,3.8,5.9
D1,25/10/08,Bayern Munich,Wolfsburg,4,2,H,1,2,A,19,13,7,5,18,24,3,2,0,0,1.57,3.8,5.75,1.55,3.8,5.1
D1,25/10/08,Cottbus,Ein Frankfurt,2,3,A,2,1,H,14,16,4,8,19,20,1,3,0,0,2.3,3.25,3.1,2.2,3.25,2.95
D1,25/10/08,Hannover,Werder Bremen,1,1,D,1,1,D,19,13,7,5,18,13,3,3,0,0,3.4,3.4,2.1,3.3,3.3,2.0
D1,25/10/08,M'gladbach,Karlsruhe,1,0,H,0,0,D,12,17,2,2,24,11,2,0,0,0,2.2,3.3,3.25,2.05,3.25,3.3
D1,25/10/08,Schalke 04,Bielefeld,0,0,D,0,0,D,20,7,7,2,16,23,1,2,0,1,1.3,5.25,10.0,1.3,4.85,8.0
D1,26/10/08,Dortmund,Hertha,1,1,D,0,1,A,24,15,7,5,15,16,2,3,0,0,2.05,3.3,3.6,1.75,3.4,4.25
D1,26/10/08,Hoffenheim,Hamburg,3,0,H,3,0,H,23,13,10,0,30,24,1,4,0,0,2.6,3.4,2.6,2.55,3.2,2.55
D1,26/10/08,Stuttgart,Bochum,2,0,H,0,0,D,14,8,5,3,18,26,3,3,0,0,1.44,4.2,7.5,1.4,4.15,7.0
D1,28/10/08,Bielefeld,Cottbus,1,1,D,0,1,A,19,8,3,2,16,24,5,2,0,1,1.91,3.4,4.2,1.9,3.25,3.75
D1,28/10/08,Karlsruhe,Schalke 04,0,3,A,0,2,A,11,20,6,10,10,16,1,2,1,0,4.0,3.4,1.83,3.75,3.25,1.9
D1,28/10/08,Werder Bremen,Leverkusen,0,2,A,0,0,D,13,15,2,5,15,15,1,0,0,0,2.1,3.3,3.5,1.95,3.3,3.55
D1,28/10/08,Wolfsburg,M'gladbach,3,0,H,1,0,H,21,12,6,2,17,22,1,5,0,0,1.5,4.0,7.0,1.45,4.0,6.25
D1,29/10/08,Bochum,Hoffenheim,1,3,A,1,0,H,9,10,6,7,31,15,3,2,1,0,3.2,3.4,2.2,3.2,3.25,2.1
D1,29/10/08,Ein Frankfurt,Bayern Munich,1,2,A,0,0,D,11,15,1,6,14,15,3,6,0,0,6.5,3.75,1.57,5.45,3.7,1.55
D1,29/10/08,FC Koln,Dortmund,0,1,A,0,0,D,7,20,1,7,11,11,2,2,0,0,2.62,3.3,2.6,2.65,3.2,2.45
D1,29/10/08,Hamburg,Stuttgart,2,0,H,1,0,H,12,22,5,5,16,19,1,3,0,0,2.1,3.3,3.5,1.9,3.3,3.7
D1,29/10/08,Hertha,Hannover,3,0,H,0,0,D,15,20,8,3,14,13,3,0,0,0,2.0,3.3,3.8,1.8,3.25,4.2
D1,31/10/08,Leverkusen,Wolfsburg,2,0,H,0,0,D,18,8,6,1,15,13,0,1,0,0,1.8,3.4,4.2,1.85,3.25,4.0
D1,01/11/08,Bayern Munich,Bielefeld,3,1,H,1,1,D,35,2,12,1,14,19,1,5,0,1,1.17,7.0,15.0,1.15,6.8,12.0
D1,01/11/08,Cottbus,Schalke 04,0,2,A,0,0,D,12,10,3,3,22,12,2,3,0,1,4.5,3.5,1.8,4.8,3.3,1.7
D1,01/11/08,Hannover,Hamburg,3,0,H,2,0,H,9,22,6,5,21,13,1,1,0,0,3.25,3.4,2.15,3.1,3.2,2.15
D1,01/11/08,Hoffenheim,Karlsruhe,4,1,H,1,1,D,30,10,12,3,22,29,2,3,0,0,1.5,4.0,6.5,1.45,4.0,6.25
D1,01/11/08,Stuttgart,FC Koln,1,3,A,0,1,A,16,9,6,5,13,11,1,5,0,0,1.53,3.8,6.5,1.55,3.8,5.25
D1,01/11/08,Werder Bremen,Hertha,5,1,H,3,0,H,21,6,11,3,18,13,2,0,0,0,1.75,3.5,4.75,1.7,3.4,4.6
D1,02/11/08,Dortmund,Bochum,1,1,D,1,1,D,14,10,3,5,14,23,1,3,0,0,1.55,3.8,6.25,1.5,3.8,5.85
D1,02/11/08,M'gladbach,Ein Frankfurt,1,2,A,1,1,D,12,8,2,4,22,23,0,0,0,0,2.1,3.3,3.5,2.05,3.25,3.3
D1,07/11/08,FC Koln,Hannover,2,1,H,1,1,D,12,10,7,2,18,19,3,2,0,1,2.3,3.3,3.1,2.2,3.2,3.0
D1,08/11/08,Bielefeld,M'gladbach,0,2,A,0,1,A,18,13,3,5,21,34,2,2,0,0,2.1,3.3,3.5,2.1,3.2,3.25
D1,08/11/08,Bochum,Werder Bremen,0,0,D,0,0,D,16,21,2,8,22,16,1,1,0,1,4.33,3.6,1.8,4.3,3.4,1.75
D1,08/11/08,Hamburg,Dortmund,2,1,H,2,0,H,7,15,2,6,14,18,2,2,0,1,1.8,3.5,4.5,1.85,3.25,4.0
D1,08/11/08,Karlsruhe,Leverkusen,3,3,D,1,3,A,13,13,5,6,13,21,1,3,0,0,5.0,3.5,1.73,4.8,3.3,1.7
D1,08/11/08,Wolfsburg,Cottbus,3,0,H,1,0,H,14,14,7,3,17,16,0,2,0,0,1.25,5.5,12.0,1.25,5.0,10.0
D1,09/11/08,Ein Frankfurt,Stuttgart,2,2,D,1,0,H,11,25,6,8,20,23,4,4,0,0,3.1,3.3,2.3,3.0,3.2,2.2
D1,09/11/08,Hertha,Hoffenheim,1,0,H,0,0,D,16,14,4,0,17,22,2,3,0,0,2.7,3.4,2.5,2.75,3.25,2.35
D1,09/11/08,Schalke 04,Bayern Munich,1,2,A,1,2,A,10,7,4,3,19,19,2,4,0,0,2.8,3.3,2.5,2.65,3.2,2.45
D1,14/11/08,Hannover,Bochum,1,1,D,0,0,D,11,18,4,6,17,22,1,5,0,0,1.91,3.3,4.0,1.8,3.25,4.25
D1,15/11/08,Cottbus,Karlsruhe,1,0,H,0,0,D,15,20,3,6,20,18,0,1,0,0,2.3,3.3,3.1,2.15,3.2,3.1
D1,15/11/08,Dortmund,Ein Frankfurt,4,0,H,3,0,H,28,13,11,4,12,11,0,0,0,0,1.65,3.75,5.5,1.55,3.5,5.9
D1,15/11/08,Hertha,Hamburg,2,1,H,0,1,A,10,14,4,5,16,20,4,3,0,0,2.5,3.3,2.75,2.45,3.2,2.65
D1,15/11/08,Hoffenheim,Wolfsburg,3,2,H,2,2,D,14,8,6,4,23,34,3,1,0,0,2.05,3.4,3.5,1.95,3.3,3.55
D1,15/11/08,Leverkusen,Schalke 04,2,1,H,2,0,H,15,11,7,1,11,19,1,3,1,0,2.25,3.25,3.2,2.15,3.2,3.1
D1,15/11/08,M'gladbach,Bayern Munich,2,2,D,0,1,A,11,11,2,3,20,15,1,3,0,0,6.5,4.0,1.5,6.15,3.7,1.5
D1,15/11/08,Stuttgart,Bielefeld,0,0,D,0,0,D,17,15,6,6,23,22,1,2,0,0,1.36,4.5,9.0,1.3,4.8,8.2
D1,16/11/08,Werder Bremen,FC Koln,3,1,H,2,0,H,18,7,6,2,18,19,1,4,0,0,1.4,4.2,8.5,1.45,4.1,6.0
D1,21/11/08,Karlsruhe,Dortmund,0,1,A,0,1,A,19,14,8,6,9,15,1,0,0,0,3.1,3.3,2.3,3.15,3.15,2.15
D1,22/11/08,Bayern Munich,Cottbus,4,1,H,2,1,H,35,8,14,4,13,12,0,0,0,0,1.17,7.0,15.0,1.15,6.8,12.0
D1,22/11/08,Bielefeld,Leverkusen,2,1,H,0,0,D,12,12,6,5,15,14,2,1,0,1,5.0,3.6,1.7,5.0,3.4,1.65
D1,22/11/08,Bochum,Hertha,2,3,A,0,3,A,23,10,7,5,14,22,1,1,0,0,2.62,3.3,2.62,2.5,3.2,2.5
D1,22/11/08,Ein Frankfurt,Hannover,4,0,H,2,0,H,12,10,5,4,20,13,2,0,0,0,2.25,3.4,3.1,2.35,3.15,2.8
D1,22/11/08,FC Koln,Hoffenheim,1,3,A,0,1,A,11,13,5,5,17,24,3,3,1,1,3.0,3.5,2.25,3.15,3.25,2.1
D1,22/11/08,Schalke 04,M'gladbach,3,1,H,3,1,H,13,9,4,3,18,20,1,3,0,0,1.36,4.75,9.0,1.35,4.4,7.6
D1,22/11/08,Wolfsburg,Stuttgart,4,1,H,0,1,A,25,13,9,1,26,25,4,2,0,0,2.0,3.4,3.75,1.9,3.2,3.85
D1,23/11/08,Hamburg,Werder Bremen,2,1,H,1,1,D,13,17,6,7,20,21,3,2,0,0,2.38,3.4,2.88,2.35,3.25,2.75
D1,28/11/08,Hertha,FC Koln,2,1,H,1,1,D,16,15,9,4,19,19,0,1,0,0,1.75,3.5,4.75,1.7,3.3,4.8
D1,29/11/08,Hannover,Karlsruhe,3,2,H,3,0,H,9,18,5,5,18,16,0,2,0,0,1.85,3.4,4.33,1.8,3.25,4.25
D1,29/11/08,Hoffenheim,Bielefeld,3,0,H,2,0,H,19,8,6,3,20,20,1,2,0,0,1.4,4.33,8.5,1.3,4.8,8.2
D1,29/11/08,Leverkusen,Bayern Munich,0,2,A,0,0,D,15,14,4,6,19,13,2,2,0,0,2.75,3.3,2.5,2.6,3.25,2.45
D1,29/11/08,M'gladbach,Cottbus,1,3,A,0,1,A,18,11,6,6,24,31,3,5,0,0,1.85,3.4,4.33,1.9,3.25,3.75
D1,29/11/08,Werder Bremen,Ein Frankfurt,5,0,H,3,0,H,19,15,8,1,12,21,1,2,0,0,1.4,4.5,8.0,1.35,4.45,7.5
D1,30/11/08,Bochum,Hamburg,1,1,D,1,0,H,14,23,5,5,25,15,3,0,0,0,3.3,3.25,2.2,3.2,3.25,2.1
D1,30/11/08,Dortmund,Wolfsburg,0,0,D,0,0,D,6,13,1,3,10,10,2,2,0,0,2.2,3.3,3.25,2.15,3.2,3.1
D1,30/11/08,Stuttgart,Schalke 04,2,0,H,0,0,D,11,7,5,3,20,15,1,2,0,0,2.4,3.3,2.88,2.45,3.2,2.65
D1,05/12/08,Bayern Munich,Hoffenheim,2,1,H,0,0,D,15,13,2,6,22,29,3,3,0,0,1.62,3.8,5.5,1.7,3.65,4.25
D1,06/12/08,Bielefeld,Dortmund,0,0,D,0,0,D,13,13,2,5,12,14,1,3,0,0,3.1,3.3,2.3,3.3,3.15,2.1
D1,06/12/08,Cottbus,Stuttgart,0,3,A,0,1,A,16,18,3,10,19,25,3,2,0,0,3.3,3.25,2.2,3.25,3.2,2.1
D1,06/12/08,Ein Frankfurt,Bochum,4,0,H,2,0,H,21,6,8,2,15,15,2,3,0,1,2.1,3.3,3.5,2.0,3.25,3.45
D1,06/12/08,Karlsruhe,Werder Bremen,1,0,H,0,0,D,16,15,2,4,22,23,3,1,0,1,5.0,3.6,1.7,4.9,3.45,1.65
D1,06/12/08,M'gladbach,Leverkusen,1,3,A,0,2,A,19,19,10,9,20,18,3,1,0,0,4.75,3.5,1.75,4.6,3.4,1.7
D1,06/12/08,Schalke 04,Hertha,1,0,H,0,0,D,18,5,5,1,22,15,1,3,0,0,1.83,3.4,4.33,1.9,3.25,3.8
D1,07/12/08,FC Koln,Hamburg,1,2,A,0,2,A,13,13,8,4,11,11,1,2,0,0,3.1,3.3,2.3,2.95,3.15,2.25
D1,07/12/08,Wolfsburg,Hannover,2,1,H,1,0,H,13,11,5,3,15,19,2,2,0,1,1.57,4.0,5.75,1.55,3.75,5.3
D1,12/12/08,Dortmund,M'gladbach,2,1,H,1,0,H,9,8,4,2,18,30,2,2,1,0,1.44,4.2,7.5,1.4,4.25,6.7
D1,13/12/08,Bochum,FC Koln,1,2,A,0,1,A,18,10,6,2,15,17,1,0,0,2,2.1,3.3,3.5,2.2,3.15,3.05
D1,13/12/08,Hamburg,Ein Frankfurt,1,0,H,0,0,D,18,8,3,2,19,14,1,2,0,0,1.44,4.2,7.5,1.4,4.2,6.8
